timestamp,agent.name,rule.description,rule.level,rule.id,full_log
2026-06-22T14:36:11.522+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:36:11 Wazuh-Manager-Server sudo[61745]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:36:11.523+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:36:11 Wazuh-Manager-Server sudo[61744]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:36:13.524+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:36:11 Wazuh-Manager-Server sshd[61695]: pam_unix(sshd:session): session closed for user admin_soc
2026-06-22T14:36:14.550+0000,Wazuh-Manager-Server,Wazuh server started.,3,502.0,ossec: Manager started.
2026-06-22T14:45:36.090+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 14:45:35 Wazuh-Manager-Server sshd[63797]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=34.156.113.128
2026-06-22T14:45:36.090+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 14:45:35 Wazuh-Manager-Server sshd[63797]: Invalid user admin from 34.156.113.128 port 9976
2026-06-22T14:45:38.092+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 14:45:37 Wazuh-Manager-Server sshd[63797]: Failed password for invalid user admin from 34.156.113.128 port 9976 ssh2
2026-06-22T14:58:52.882+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 14:58:52 Wazuh-Manager-Server sshd[63846]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.65.139.56
2026-06-22T14:58:52.882+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 14:58:52 Wazuh-Manager-Server sshd[63846]: Invalid user admin from 176.65.139.56 port 48510
2026-06-22T14:58:54.884+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 14:58:54 Wazuh-Manager-Server sshd[63846]: Failed password for invalid user admin from 176.65.139.56 port 48510 ssh2
2026-06-22T15:10:47.583+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:10:47 Wazuh-Manager-Server sshd[63895]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.65.139.56
2026-06-22T15:10:47.583+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 15:10:47 Wazuh-Manager-Server sshd[63895]: Invalid user user from 176.65.139.56 port 49456
2026-06-22T15:10:51.587+0000,Wazuh-Manager-Server,sshd: Attempt to login using a non-existent user,5,5710.0,Jun 22 15:10:49 Wazuh-Manager-Server sshd[63895]: Failed password for invalid user user from 176.65.139.56 port 49456 ssh2
2026-06-22T15:17:23.954+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:17:22 Wazuh-Manager-Server sshd[63946]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:17:23.954+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:17:23 Wazuh-Manager-Server sshd[63946]: Failed password for root from 91.92.40.7 port 46464 ssh2
2026-06-22T15:19:04.052+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:19:03 Wazuh-Manager-Server sshd[63960]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:19:06.052+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:19:05 Wazuh-Manager-Server sshd[63960]: Failed password for root from 91.92.40.7 port 45010 ssh2
2026-06-22T15:20:58.165+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:20:56 Wazuh-Manager-Server sshd[63971]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:21:00.167+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:20:58 Wazuh-Manager-Server sshd[63971]: Failed password for root from 91.92.40.7 port 49368 ssh2
2026-06-22T15:22:48.273+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:22:47 Wazuh-Manager-Server sshd[64001]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:22:50.275+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:22:49 Wazuh-Manager-Server sshd[64001]: Failed password for root from 91.92.40.7 port 36298 ssh2
2026-06-22T15:24:38.384+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:24:36 Wazuh-Manager-Server sshd[64015]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:24:38.384+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:24:38 Wazuh-Manager-Server sshd[64015]: Failed password for root from 91.92.40.7 port 56238 ssh2
2026-06-22T15:26:30.491+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:26:30 Wazuh-Manager-Server sshd[64022]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:26:32.493+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:26:32 Wazuh-Manager-Server sshd[64022]: Failed password for root from 91.92.40.7 port 33974 ssh2
2026-06-22T15:28:20.598+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:28:19 Wazuh-Manager-Server sshd[64031]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:28:22.600+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:28:21 Wazuh-Manager-Server sshd[64031]: Failed password for root from 91.92.40.7 port 39376 ssh2
2026-06-22T15:30:06.703+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:30:06 Wazuh-Manager-Server sshd[64036]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:30:10.706+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:30:08 Wazuh-Manager-Server sshd[64036]: Failed password for root from 91.92.40.7 port 52168 ssh2
2026-06-22T15:31:56.798+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:31:56 Wazuh-Manager-Server sshd[64056]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:31:58.800+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:31:58 Wazuh-Manager-Server sshd[64056]: Failed password for root from 91.92.40.7 port 41610 ssh2
2026-06-22T15:33:38.900+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:33:38 Wazuh-Manager-Server sshd[64060]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:33:40.902+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:33:40 Wazuh-Manager-Server sshd[64060]: Failed password for root from 91.92.40.7 port 36550 ssh2
2026-06-22T15:35:23.006+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:35:22 Wazuh-Manager-Server sshd[64067]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:35:25.008+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:35:24 Wazuh-Manager-Server sshd[64067]: Failed password for root from 91.92.40.7 port 44738 ssh2
2026-06-22T15:37:07.109+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:37:05 Wazuh-Manager-Server sshd[64152]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:37:09.111+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:37:07 Wazuh-Manager-Server sshd[64152]: Failed password for root from 91.92.40.7 port 53512 ssh2
2026-06-22T15:38:51.214+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:38:50 Wazuh-Manager-Server sshd[64156]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:38:53.216+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:38:52 Wazuh-Manager-Server sshd[64156]: Failed password for root from 91.92.40.7 port 55248 ssh2
2026-06-22T15:40:37.317+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:40:35 Wazuh-Manager-Server sshd[64162]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:40:39.317+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:40:38 Wazuh-Manager-Server sshd[64162]: Failed password for root from 91.92.40.7 port 53744 ssh2
2026-06-22T15:42:21.419+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:42:19 Wazuh-Manager-Server sshd[64179]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:42:23.421+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:42:22 Wazuh-Manager-Server sshd[64179]: Failed password for root from 91.92.40.7 port 46084 ssh2
2026-06-22T15:44:03.516+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:44:02 Wazuh-Manager-Server sshd[64182]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:44:05.518+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:44:05 Wazuh-Manager-Server sshd[64182]: Failed password for root from 91.92.40.7 port 38772 ssh2
2026-06-22T15:45:47.614+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:45:46 Wazuh-Manager-Server sshd[64188]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:45:49.616+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:45:48 Wazuh-Manager-Server sshd[64188]: Failed password for root from 91.92.40.7 port 47062 ssh2
2026-06-22T15:47:31.717+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:47:29 Wazuh-Manager-Server sshd[64197]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:47:33.719+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:47:31 Wazuh-Manager-Server sshd[64197]: Failed password for root from 91.92.40.7 port 52494 ssh2
2026-06-22T15:49:13.818+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:49:11 Wazuh-Manager-Server sshd[64212]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:49:13.818+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:49:13 Wazuh-Manager-Server sshd[64212]: Failed password for root from 91.92.40.7 port 33426 ssh2
2026-06-22T15:50:21.887+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:20 Wazuh-Manager-Server sshd[64214]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:23.889+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:22 Wazuh-Manager-Server sshd[64214]: Failed password for root from 62.60.195.122 port 42282 ssh2
2026-06-22T15:50:27.892+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:26 Wazuh-Manager-Server sshd[64219]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:29.894+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:28 Wazuh-Manager-Server sshd[64219]: Failed password for root from 62.60.195.122 port 48276 ssh2
2026-06-22T15:50:33.898+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:31 Wazuh-Manager-Server sshd[64221]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:35.900+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:34 Wazuh-Manager-Server sshd[64221]: Failed password for root from 62.60.195.122 port 48292 ssh2
2026-06-22T15:50:37.902+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:37 Wazuh-Manager-Server sshd[64223]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:39.904+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:39 Wazuh-Manager-Server sshd[64223]: Failed password for root from 62.60.195.122 port 54760 ssh2
2026-06-22T15:50:41.907+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:41 Wazuh-Manager-Server sshd[64225]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:43.909+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:42 Wazuh-Manager-Server sshd[64225]: Failed password for root from 62.60.195.122 port 54762 ssh2
2026-06-22T15:50:45.911+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:45 Wazuh-Manager-Server sshd[64227]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:47.913+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:47 Wazuh-Manager-Server sshd[64227]: Failed password for root from 62.60.195.122 port 57006 ssh2
2026-06-22T15:50:49.915+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:49 Wazuh-Manager-Server sshd[64229]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:51.917+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:51 Wazuh-Manager-Server sshd[64229]: Failed password for root from 62.60.195.122 port 57012 ssh2
2026-06-22T15:50:53.919+0000,Wazuh-Manager-Server,PAM: Multiple failed logins in a small period of time.,10,5551.0,Jun 22 15:50:52 Wazuh-Manager-Server sshd[64231]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:55.921+0000,Wazuh-Manager-Server,sshd: brute force trying to get access to the system. Authentication failed.,10,5763.0,Jun 22 15:50:54 Wazuh-Manager-Server sshd[64231]: Failed password for root from 62.60.195.122 port 57022 ssh2
2026-06-22T15:50:55.922+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:54 Wazuh-Manager-Server sshd[64233]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.92.40.7  user=root
2026-06-22T15:50:57.924+0000,Wazuh-Manager-Server,PAM: User login failed.,5,5503.0,Jun 22 15:50:56 Wazuh-Manager-Server sshd[64235]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=62.60.195.122  user=root
2026-06-22T15:50:57.924+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:56 Wazuh-Manager-Server sshd[64233]: Failed password for root from 91.92.40.7 port 59462 ssh2
2026-06-22T15:50:59.926+0000,Wazuh-Manager-Server,sshd: authentication failed.,5,5760.0,Jun 22 15:50:58 Wazuh-Manager-Server sshd[64235]: Failed password for root from 62.60.195.122 port 60586 ssh2
